,Polygon,Overpass
495,"['-69.46300866566617,81.4810240407181', '-69.34918417998402,82.78846755205795', '-96.0651595977194,82.00893527135573', '-115.0526779206065,79.96264593755036', '-126.9901571185126,77.24483615577111', '-134.5502987382263,74.27532078765084', '-130.488087889453,73.60803904033466', '-126.7521731013848,72.86914221360659', '-118.4240636512058,75.57155059144114', '-106.4420713244888,77.92902384510096', '-89.9051030521981,79.58352728985562', '-69.54670986963549,80.17396835407797', '-69.46300866566617,81.4810240407181']",2020-04-06
496,"['-134.9341052768363,71.34967934654107', '-138.6303388233192,71.94293073365031', '-142.8724052773115,68.64835413424549', '-146.0933118337913,65.28346467124572', '-148.6487201611311,61.87260567743953', '-150.7501192291728,58.42982017147666', '-151.0457600615615,57.89151217670313', '-148.7159202072463,57.50758292032008', '-146.4378882541913,57.08178595233061', '-146.0787867404511,57.61089697228231', '-143.5208092343147,60.98515528030578', '-140.4096676182828,64.30681757565952', '-136.5140447781573,67.55359586704914', '-131.4709976983955,70.68883480887625', '-134.9341052768363,71.34967934654107']",2020-04-06
497,"['-161.1653087058061,22.86566606903991', '-162.5374185833456,23.15046471450867', '-162.8447760997371,21.84612738540168', '-161.4853936845619,21.56210002740667', '-160.1316486859542,21.26714205209909', '-159.7992899086277,22.56920469062786', '-161.1653087058061,22.86566606903991']",2020-04-06
498,"['-169.3857419596715,-13.42175133420461', '-170.6884628295158,-13.13250335573377', '-171.5331415780805,-16.68048752126498', '-172.3441218556387,-19.97882887555276', '-170.9918922849527,-20.27470915848584', '-169.6343755622947,-20.56022018253371', '-168.8777611320518,-17.25670446168315', '-168.0797772534371,-13.7043255565427', '-169.3857419596715,-13.42175133420461']",2020-04-06
499,"['-177.4720412017824,-43.03180548315761', '-179.2055786505102,-42.68601577056175', '-179.7051285042917,-43.96441259688838', '-177.9352125207424,-44.31525681458455', '-176.1443608081924,-44.63853616719444', '-175.7191434423206,-43.35122573354923', '-177.4720412017824,-43.03180548315761']",2020-04-06
500,"['-94.60828371691423,81.48097662559307', '-94.48925861564841,82.78841176100623', '-113.0013117344588,82.44180689677017', '-110.4777957637003,81.18434230220323', '-108.583190247078,79.91463108044179', '-94.69580951731092,80.17392703217359', '-94.60828371691423,81.48097662559307']",2020-04-06
501,"['-157.8867338844242,72.55745360695579', '-161.773435413306,73.18762266370912', '-166.5569414545248,69.93058107218847', '-170.1187449519244,66.58913143957398', '-172.9000335605954,63.19393591379316', '-175.15765046264,59.7622277365275', '-177.049339391971,56.30433485042929', '-178.6766270525776,52.82678713462477', '-179.5537076580003,50.7367629185889', '-177.5775980324309,50.39540713461982', '-175.6316516035904,50.02118260598205', '-174.5808705018368,52.08829923690102', '-172.6176779812587,55.51972284182135', '-170.3204992295844,58.91889513269284', '-167.5704493922428,62.27487602883683', '-164.1896159106522,65.57087544090901', '-159.9035884978718,68.78003080089785', '-154.277959733903,71.85737609173259', '-157.8867338844242,72.55745360695579']",2020-04-06
502,"['171.4853051533438,13.69720116246213', '170.184159204629,13.97838123002154', '169.3939829356742,10.4205495820325', '168.6106062012646,6.861715192676932', '168.0073279297217,4.111780125829546', '169.2747387176187,3.830629253551269', '170.5412751709,3.547619640866971', '171.154624382983,6.296891421082116', '171.9601530257747,9.854068391080231', '172.7831656041965,13.40927133682638', '171.4853051533438,13.69720116246213']",2020-04-06
503,"['166.4641364775731,-8.889584045295306', '165.1824436134667,-8.60352716701745', '164.3649282611573,-12.15606842571226', '163.5268415635423,-15.70514222842662', '162.6626749992118,-19.24996402225177', '162.1160234053013,-21.4257902760509', '163.4817163625869,-21.72340270073756', '164.8531910829757,-22.00982279153443', '165.3594458208233,-19.83011335193023', '166.1682045420991,-16.28003648835356', '166.9627831811959,-12.72687380205584', '167.7479082511385,-9.171276747704733', '166.4641364775731,-8.889584045295306']",2020-04-06
504,"['177.8407650835285,73.00118781017416', '173.880922449163,73.64640532961658', '168.8675097092049,70.40539064591629', '165.1630232682999,67.07375564436649', '162.2883613489764,63.68501179871329', '159.9668313688067,60.25780357422354', '158.0297663765258,56.80320739900716', '156.3692691760247,53.32817873733339', '154.9133736179226,49.83730073320235', '154.1381797212398,47.79504908806062', '156.0042627593655,47.46583066275454', '157.8455561325424,47.10682972325321', '158.7663226649093,49.13064632099091', '160.5096334213838,52.58370161478929', '162.5151265421825,56.01100836664202', '164.8690421926279,59.4047472595136', '167.697136488301,62.75330961637032', '171.1884050019654,66.03878032701216', '175.6356039858349,69.23231146048117', '181.5034492945489,72.28529492316353', '177.8407650835285,73.00118781017416']",2020-04-07
505,"['146.7168583821141,15.4613297278579', '145.4052535072688,15.74290397236807', '144.7973720585541,13.02822246218235', '146.093465945638,12.74720223323161', '147.3865250426242,12.45991572278706', '148.0246965645891,15.17209759700678', '146.7168583821141,15.4613297278579']",2020-04-07
506,"['143.2109754621143,-0.2058890515930966', '141.9459757769696,0.07621928311629365', '141.1588578514205,-3.481680215232121', '140.3624533800562,-7.037903146810193', '139.5524104616618,-10.5917320053155', '138.7240229371686,-14.14242722069966', '137.8720697326673,-17.68922066658755', '136.9906195598876,-21.23130385237735', '136.0727912216775,-24.76781167391329', '135.1104420402559,-28.29779969341174', '134.0937561643118,-31.82021143777343', '133.0106879515612,-35.33383177153113', '132.9559136453059,-35.50493038375389', '134.521699759916,-35.8281662530677', '136.1002667628418,-36.13100269972502', '136.1482442430572,-35.95915934264966', '137.1031333407534,-32.43176534092136', '138.0113013259558,-28.89809466603376', '138.8822964569637,-25.35892392990001', '139.7239671202379,-21.81496711511613', '140.5429103485235,-18.2669014740858', '141.3448035720703,-14.71538528695652', '142.1346597192208,-11.16106997665798', '142.9170214284133,-7.604608398282586', '143.6961188536549,-4.046660561573066', '144.4760220039077,-0.4878974905671356', '143.2109754621143,-0.2058890515930966']",2020-04-07
507,"['158.0696112336625,75.20795421943646', '153.7307069970438,75.94323520015436', '147.2251450423904,72.80782779645622', '142.6187613922874,69.53847867343966', '139.167689468671,66.1894161144056', '136.4593261286418,62.78917387412623', '134.2518894487046,59.35392056282656', '132.3960218053775,55.89341099056082', '130.7950672902518,52.4138521794284', '129.3839115185322,48.91938264486392', '128.1171373343155,45.41288323816545', '126.962083231959,41.8964453331449', '125.8946153680674,38.37165254787454', '124.8964885204921,34.83975499180639', '123.9535547917996,31.30178587493326', '123.0546131454003,27.75863491401509', '122.190602520095,24.21109856761611', '121.3540311691454,20.6599141578215', '120.5385627039299,17.10578317603374', '119.738707708609,13.54938719866965', '118.949587071683,9.99139871141816', '118.1667439454959,6.432488450817765', '117.3859857057089,2.873330769750946', '116.6032549571257,-0.6853933136451372', '115.8145009409605,-4.242993064694324', '115.015553139877,-7.798764195529722', '114.618683905717,-9.54168715509803', '115.9040138835845,-9.828336136385964', '117.191655528262,-10.1101491276533', '117.5751651465615,-8.365954813589196', '118.3546112870372,-4.808269109654011', '119.1340010791939,-1.249623437428607', '119.9173631140025,2.309300258970774', '120.7087832222592,5.867803429958731', '121.5125254715386,9.425167453921421', '122.3331694301066,12.98064904517235', '123.175763767737,16.5334735479607', '124.046007333598,20.08282516556896', '124.9504754673018,23.62783276767971', '125.8969096487161,27.16754944223523', '126.8945980843225,30.70092321590056', '127.9548874972794,34.22675519359911', '129.0918862921953,37.743639497424', '130.3234511993468,41.2498763461005', '131.672589493462,44.74334562796821', '133.1695613556203,48.22131432868795', '134.8549746444497,51.68014681897374', '136.7845799775791,55.11484880212007', '139.0368658101735,58.51832845576878', '141.725416217642,61.88015773049998', '145.0195666447102,65.18441186762094', '149.1796022387531,68.40574130005143', '154.6165357010755,71.50194222289233', '161.9863888859626,74.39955141680174', '158.0696112336625,75.20795421943646']",2020-04-07
508,"['113.5879503281205,-19.84094242338475', '112.239540820693,-19.54555652766149', '111.3399581455469,-23.08483131730925', '110.3999161499989,-26.6180471648502', '110.350706325072,-26.798178373102', '111.7767861723053,-27.10346668264121', '113.2107621127105,-27.39433821707128', '113.2552666954062,-27.2137338847274', '114.1114049115222,-23.67219825828077', '114.9415039186279,-20.12620233709718', '113.5879503281205,-19.84094242338475']",2020-04-07
509,"['144.7884048313051,78.26984908211173', '140.0582013671337,79.19527448963662', '129.650674973547,76.35351116846614', '122.7997071153667,73.24299717501847', '117.9894142093029,69.98781975111189', '114.4109271109456,66.64751746020117', '111.6186473508362,63.25308353878853', '109.3534780023557,59.82190900163306', '107.4564337104505,56.36440611433108', '105.8252303463262,52.88715611844093', '104.3913132806518,49.39452049050334', '103.1070775896081,45.88951795139786', '101.9384275056095,42.37432721303758', '100.8602634993855,38.85058827215367', '99.85364389877339,35.31958984185203', '98.90394102522737,31.78238960340307', '97.99960617996145,28.23989337770627', '97.13131609151995,24.69290843643676', '96.29140790926527,21.14217778978766', '95.4734083158031,17.58840675724798', '94.67172803351549,14.03227891652285', '93.8814169553757,10.47446751267974', '93.09797057850469,6.91564319566563', '92.40762713961364,3.768803424054028', '93.67458022608163,3.487592524881058', '94.94073778027885,3.204689594217484', '95.64224726130661,6.35080112969615', '96.44800519148612,9.907953828563965', '97.27132003463066,13.4631209644942', '98.11731723033196,17.01552293661271', '98.99180019252766,20.56433736387611', '99.90148393216458,24.1086841638934', '100.8542952141671,27.64760407778256', '101.8597606183242,31.18002827773384', '102.9295589610782,34.70473378561942', '104.0782425177694,38.2202807092519', '105.3242738906723,41.72492075409481', '106.6915145698889,45.21646272628527', '108.2114129586678,48.69207114498065', '109.9263009028439,52.14795759126892', '111.8944902382356,55.57889450353548', '114.1983705531488,58.97742456278667', '116.9576399607922,62.33252798695049', '120.3514860718824,65.62728602744892', '124.6564288170767,68.83461060015374', '130.3104377492869,71.90911079089999', '138.0116225356686,74.77134675831468', '148.8125835099151,77.27844051724073', '144.7884048313051,78.26984908211173']",2020-04-07
510,"['115.0450951521744,77.3092278696181', '110.3846529304403,78.16370589763618', '101.5667978481399,75.19880248148473', '95.61848895789919,72.02360310638768', '91.34457397092504,68.73122586895181', '88.10341619341669,65.36772821585815', '85.53447505819996,61.95780983510272', '83.42365127412637,58.51569590804483', '81.63710432028756,55.05008700545498', '80.08732258089626,51.5665852170486', '78.71482509102148,48.06896589313306', '77.47779161922942,44.55988470863873', '76.34595142313228,41.04128837220074', '75.29682157359576,37.51466505198661', '74.31327070334386,33.98120459736273', '73.38195753039189,30.44189960207306', '72.492264178482,26.89761323431324', '71.63555609894986,23.34912493006719', '70.80465544508228,19.7971614891289', '70.15354129931812,16.94982319780898', '71.47313441223781,16.66790277227149', '72.78861848369843,16.37769465389642', '73.48217034219658,19.22135347353149', '74.37766631142982,22.76749961756151', '75.31312247596382,26.30859313663485', '76.29741023341559,29.84361086848633', '77.34132034131581,33.3713943143126', '78.45821262430356,36.89059465182422', '79.66492295240316,40.39959336021389', '80.9830565733954,43.89638622394093', '82.44086314814966,47.37841193907156', '84.07607193929817,50.8422886710394', '85.9401951798629,54.28340609113984', '88.1052897957363,57.69527151597037', '90.67491449317525,61.0684206306919', '93.80232313552676,64.38853708652654', '97.72136010031227,67.63306813949255', '102.7991670182072,70.76488057588566', '109.621854313513,73.72000161563719', '119.1034187198931,76.3841203316297', '115.0450951521744,77.3092278696181']",2020-04-07
511,"['63.41192159660068,-19.11527687950978', '62.0696778526764,-18.82069300654746', '61.79927649009586,-19.90875566069342', '63.15088143569314,-20.20455522069215', '64.50775024348145,-20.49002496869696', '64.75907491368858,-19.40013844091264', '63.41192159660068,-19.11527687950978']",2020-04-07
512,"['105.4603082143226,79.87472085839949', '101.0253414104337,80.9544524473876', '86.42689054797246,78.46760610431421', '77.18562060652212,75.5349845024295', '70.99597030188686,72.37696116463923', '66.57750681811733,69.09458293034113', '63.24474460041556,65.73738462362043', '60.61476863342611,62.33170659433323', '58.46154042140717,58.89260985925335', '56.64448158927777,55.42925225109832', '55.07212334094962,51.94749645411699', '53.68254552296902,48.45127440860576', '52.43236213337752,44.94333966729441', '51.2902589747294,41.42570207554167', '50.23302424207316,37.89989200012519', '49.24302922097683,34.36712617740928', '48.30657833375474,30.82841489192643', '47.41279732431678,27.2846328554914', '46.55286402182129,23.73656688384493', '45.7194624699976,20.18494831622255', '44.90637689475845,16.63047570429401', '44.10822225917048,13.07382836826188', '43.32018714219131,9.515678154700957', '42.53785871320496,5.956696007839945', '41.75707160861929,2.397556706486706', '40.97377424343524,-1.161057584863807', '40.1839045277011,-4.718454254396235', '39.38326681983227,-8.273926955559501', '38.5674022225745,-11.82675136756972', '37.7314437477125,-15.37617920102821', '36.86994689211143,-18.92142939762153', '35.97668457928462,-22.46167538937623', '35.24391603230931,-25.25393744460306', '36.6508643441167,-25.55680041778404', '38.06504941423897,-25.84620345343681', '38.73488996244134,-23.0477499321164', '39.56105007670471,-19.50103770783953', '40.36828178158028,-15.95064729721902', '41.1617933702202,-12.39723141644383', '41.94626799001193,-8.841441736114591', '42.72603142146716,-5.283935246251238', '43.50519661921362,-1.725378734575486', '44.28779386465394,1.83354784130315', '45.07789366618849,5.392148342355073', '45.87973038354706,8.949707089539345', '46.69783452138689,12.50548442159015', '47.53718246559025,16.05871033689087', '48.40337379483596,19.60857521533621', '49.30284713491366,23.15421641137198', '50.24317042466226,26.6946986372058', '51.23339878054738,30.22898610208932', '52.28456788968813,33.75590260327304', '53.41036711313226,37.27407431752982', '54.62808128713736,40.78184712799033', '55.95993689420377,44.27716561173127', '57.43506956576277,47.75739279306233', '59.0924686793286,51.21903572412732', '60.9854974833461,54.65731657096973', '63.18901119001312,58.065482742093', '65.81092695223535,61.43365258875677', '69.01150578043124,64.74681095044265', '73.0360744230677,67.98119633906229', '78.2708348436948,71.09749004208821', '85.33245983660059,74.02763427455955', '95.1752739723005,76.64971323620735', '109.0311706596821,78.74740839488139', '105.4603082143226,79.87472085839949']",2020-04-07
